,SIZE,SEXA,PPLVTG,MMLVTG,SZFFOUT,INCSELF,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
561,3,1,2,2,0,0,1,1,1,1,4,0,0,3,2,1,4,2,2,1,2
562,3,2,3,2,1,0,1,1,1,1,0,1,1,3,2,2,4,2,2,1,2
564,3,2,3,1,0,0,1,1,1,1,5,0,0,3,2,2,1,3,3,1,2
566,2,1,3,1,0,0,0,1,1,1,4,0,0,2,2,6,1,2,2,1,1
567,4,2,2,2,0,0,1,1,1,1,3,1,0,3,2,2,3,2,0,1,2
568,4,1,3,2,0,1,1,1,1,1,1,0,0,3,2,2,3,2,1,1,2
569,3,2,2,2,0,0,1,1,1,1,3,0,1,3,2,2,4,2,2,1,2
572,4,1,1,1,0,0,0,0,0,0,0,2,0,3,2,1,4,2,2,1,2
574,4,2,1,1,0,0,1,1,1,1,3,0,0,3,2,3,2,3,3,1,2
577,3,1,1,1,0,0,1,1,1,1,3,0,1,2,2,2,1,2,2,1,2
578,4,2,1,1,0,0,1,1,1,1,3,0,1,3,2,2,2,2,2,1,1
579,3,1,1,1,0,0,1,1,1,1,3,0,1,4,2,2,4,2,2,1,2
580,3,2,1,1,0,0,1,1,1,1,2,0,0,2,2,3,4,0,2,3,2
581,3,2,1,1,2,0,1,1,1,1,3,1,0,3,2,6,3,3,3,1,1
582,2,2,2,2,0,1,1,1,1,1,1,0,0,3,2,1,4,3,2,3,2
583,3,2,3,3,0,1,0,1,1,1,2,1,2,3,2,6,1,1,1,1,2
584,3,1,3,3,3,0,0,1,1,1,4,4,0,4,2,1,4,1,1,1,0
586,2,1,3,3,0,1,0,1,1,1,4,1,0,2,2,2,4,2,1,1,2
587,2,1,3,3,0,1,0,1,1,1,3,2,0,4,2,1,4,2,1,1,2
590,3,2,3,3,0,0,0,1,1,0,0,1,1,3,2,0,1,3,0,1,1
592,3,2,3,3,0,0,0,1,1,1,3,2,1,3,2,1,4,2,1,1,2
593,3,1,3,3,0,0,0,1,1,1,4,0,1,2,2,2,4,2,1,1,2
597,3,2,3,3,0,1,0,1,0,1,2,3,0,4,2,2,4,2,0,1,2
600,3,2,3,3,0,0,0,1,1,1,2,2,0,3,2,0,4,2,1,1,2
601,2,1,3,3,0,0,0,1,1,1,4,0,0,3,0,0,4,3,0,1,2
602,2,1,3,3,0,1,0,1,1,1,3,0,2,1,2,2,1,3,2,1,2
603,3,2,3,3,0,1,0,1,1,1,2,2,0,4,2,2,1,2,1,1,1
604,3,2,3,3,0,0,0,1,1,1,3,0,4,3,2,3,4,2,1,1,2
605,2,2,2,3,0,0,0,1,1,1,4,2,3,4,2,4,1,2,1,1,1
606,2,2,3,2,0,0,0,1,1,0,2,4,1,4,2,2,4,2,0,1,2
607,2,2,3,3,0,0,0,1,1,1,3,1,1,3,2,6,1,2,0,1,1
611,3,2,3,3,0,1,0,1,1,0,2,0,0,3,2,1,4,2,0,1,2
612,2,2,3,3,0,0,0,1,1,1,3,1,1,2,2,6,3,2,0,1,2
615,3,1,3,1,0,0,1,1,1,1,5,1,1,2,2,0,3,2,0,2,2
616,4,1,3,3,0,0,1,1,1,1,4,1,1,3,2,2,4,2,1,1,1
617,2,2,3,3,1,0,1,1,1,1,2,2,0,3,2,6,4,2,2,1,2
618,2,2,3,1,0,0,1,1,1,1,4,1,0,2,2,2,4,2,1,1,2
619,3,1,1,3,0,0,1,1,1,1,4,1,0,3,2,2,1,2,1,1,2
623,2,1,1,3,0,0,1,1,1,1,3,1,0,2,2,2,4,3,2,1,2
627,2,1,1,1,0,1,0,1,1,1,1,0,0,2,2,5,1,2,0,1,1
629,2,2,2,2,0,0,1,1,1,1,0,0,0,2,2,2,2,2,0,1,2
635,3,1,3,1,0,0,1,1,1,1,5,0,0,3,2,1,4,3,0,1,2
636,4,2,2,3,0,0,1,1,1,1,4,0,1,3,0,0,4,2,2,1,2
639,2,2,3,2,0,1,1,1,1,1,0,0,0,2,0,0,4,2,0,1,2
640,2,1,2,2,0,0,1,1,1,1,0,1,0,2,2,0,1,3,2,1,2
642,2,1,2,2,0,0,1,1,1,1,5,1,0,2,2,4,2,3,2,1,2
643,2,2,1,1,0,0,1,1,1,1,4,1,0,2,1,3,2,3,2,1,1
644,2,1,1,1,0,1,0,1,1,1,1,0,0,2,2,1,4,3,2,1,2
646,2,2,3,1,0,1,1,1,1,1,1,0,0,2,0,0,2,2,0,2,2
647,3,1,1,1,0,0,0,1,1,1,3,0,1,3,2,2,4,2,2,1,2
650,2,1,2,2,0,0,1,1,1,1,0,0,1,3,2,5,2,3,2,1,2
651,2,1,2,3,0,0,1,1,1,1,3,0,0,2,2,2,2,2,2,1,2
652,4,2,2,2,0,0,1,1,1,1,2,0,2,3,2,6,4,2,3,1,1
653,2,2,3,2,0,0,1,1,1,1,0,0,0,3,2,0,2,3,2,1,2
654,2,2,1,1,1,0,1,1,1,1,3,0,0,2,2,6,1,3,0,1,2
655,4,2,2,2,0,0,1,1,1,1,3,1,1,3,2,3,0,3,2,1,2
656,3,2,1,1,0,1,1,1,1,1,0,0,0,3,2,6,1,3,3,1,2
657,3,1,1,1,0,0,1,1,1,1,3,1,0,3,2,1,4,2,2,1,1
658,2,2,1,1,0,1,1,1,1,1,1,1,0,3,2,1,1,3,3,3,2
659,3,1,3,3,0,1,0,1,1,1,3,3,1,3,2,0,4,1,0,1,2
661,3,2,3,3,0,1,0,1,1,1,2,0,2,4,2,2,4,1,1,1,2
662,3,1,3,3,0,1,0,1,1,1,3,1,1,2,2,0,4,3,1,1,2
666,3,1,3,3,0,0,0,1,1,1,4,2,1,4,2,2,0,2,1,1,2
667,4,1,3,3,1,0,0,1,1,1,4,0,1,3,2,2,4,3,1,1,2
669,3,2,3,3,0,1,0,1,1,1,3,2,2,3,2,0,4,2,0,1,1
670,3,1,3,3,0,1,0,1,1,0,4,1,0,2,2,2,1,2,0,1,2
671,3,2,3,3,0,1,0,1,1,1,0,5,0,1,2,1,1,2,0,1,2
672,3,1,3,3,0,1,0,1,1,1,4,3,0,3,2,6,1,3,2,1,2
673,3,2,3,3,0,0,1,1,1,1,2,0,1,3,2,0,4,2,2,1,2
675,2,1,3,3,0,1,0,1,1,1,3,2,3,4,2,2,4,2,0,1,2
678,3,1,3,3,0,1,0,1,1,1,2,3,1,4,2,2,4,2,0,1,2
681,3,2,3,2,0,0,0,1,1,1,3,1,1,4,2,2,4,2,2,1,2
686,3,1,1,3,0,0,0,1,1,1,4,0,0,4,2,2,4,2,2,1,2
690,3,1,3,2,0,1,0,1,1,1,0,0,0,2,2,4,2,2,2,1,2
692,3,1,3,3,1,0,1,1,1,1,3,1,2,2,2,2,4,2,1,1,2
694,2,1,3,2,0,0,0,1,1,1,3,1,1,3,2,6,4,3,2,1,2
697,3,2,2,2,0,0,0,1,1,1,4,0,0,3,2,2,3,2,0,1,2
698,3,2,3,2,0,0,1,1,1,1,3,0,1,3,2,2,4,3,1,1,2
700,3,2,3,3,0,1,1,1,1,1,1,4,1,3,2,2,4,2,2,1,2
701,3,2,3,3,0,1,1,1,1,1,1,0,1,3,2,1,4,2,1,1,2
704,3,2,3,2,1,0,0,1,1,1,4,0,1,4,2,2,2,2,2,1,2
706,2,1,3,2,0,0,1,1,1,1,5,1,1,2,2,4,1,2,2,1,2
709,3,2,2,2,0,0,1,1,1,1,3,0,0,3,2,2,4,2,0,1,2
710,3,1,3,2,1,0,1,1,1,1,0,0,1,3,2,0,1,2,0,1,2
711,3,2,2,2,1,0,0,1,1,1,3,0,1,3,2,2,4,2,1,1,2
712,2,2,2,2,0,0,1,1,1,1,3,0,0,2,2,2,1,3,0,1,1
714,3,1,1,3,0,0,0,1,1,1,4,0,0,3,2,5,2,3,2,1,2
717,2,2,2,2,0,0,1,1,1,1,3,1,0,3,2,2,4,2,0,1,1
719,3,1,3,1,0,1,1,0,1,1,2,0,2,3,2,1,4,2,2,1,1
720,3,1,1,1,0,0,1,1,1,1,4,1,1,3,2,3,3,3,2,1,1
724,4,2,2,2,0,0,1,1,1,1,3,1,0,3,2,1,4,2,0,1,2
725,3,1,2,1,0,0,1,1,1,1,0,0,0,2,2,2,4,3,2,1,2
726,3,1,3,1,0,0,1,1,1,1,3,0,0,3,2,2,4,2,2,1,2
728,3,2,2,1,0,0,1,1,1,1,2,0,0,2,0,0,4,2,0,1,1
729,3,1,2,2,0,0,1,1,1,1,5,1,0,2,2,0,1,3,2,1,2
730,3,1,3,1,0,0,0,1,1,1,4,0,0,4,2,2,4,3,2,1,2
731,3,1,3,1,0,0,1,1,1,1,0,3,0,4,0,0,4,2,2,1,2
732,4,1,3,2,0,0,1,1,1,1,4,2,1,3,2,1,1,2,1,1,2
734,3,1,2,2,0,0,1,1,1,1,5,1,0,3,2,2,4,3,2,1,2
735,3,1,1,1,0,0,1,1,1,1,0,0,0,2,2,3,1,2,2,1,1
736,3,2,2,2,0,1,1,1,1,1,1,0,0,1,2,6,1,3,3,1,2
737,3,2,2,2,0,1,1,1,1,1,0,0,0,3,2,3,2,3,3,1,2
738,4,2,3,2,2,0,1,1,1,1,4,1,0,3,0,0,2,3,2,1,2
739,3,1,2,2,0,0,1,1,1,1,1,0,0,1,2,1,4,3,2,1,2
742,3,1,1,1,0,0,1,1,1,1,3,0,0,3,2,0,0,2,2,1,2
743,3,2,2,2,0,0,1,1,1,1,2,1,1,3,2,1,4,3,2,1,2
745,3,2,1,1,0,0,1,1,1,1,0,0,1,2,2,5,1,3,2,1,2
746,3,2,1,1,0,0,1,1,1,1,0,1,1,2,2,5,1,3,3,1,2
748,3,1,1,1,0,0,1,1,1,1,4,1,0,3,2,6,2,3,3,1,2
749,4,2,1,1,0,0,1,1,1,1,3,1,0,3,2,2,4,2,2,1,1
750,3,1,1,1,0,0,1,1,1,1,0,0,1,4,2,0,3,3,0,1,1
751,3,1,2,1,0,1,1,1,1,1,4,0,4,4,2,0,1,2,2,1,2
752,3,1,1,1,0,0,1,1,1,1,3,0,1,3,2,5,2,2,2,2,2
753,3,1,3,3,0,1,0,1,1,1,3,1,1,1,2,1,4,1,1,1,2
755,3,2,3,3,0,1,0,1,1,1,2,1,0,2,2,2,4,1,1,1,2
756,3,2,3,3,0,1,0,1,1,1,2,0,1,3,2,2,4,2,2,1,2
757,2,2,3,3,0,1,0,1,1,1,0,1,2,4,2,2,4,2,1,1,2
759,3,2,3,3,0,1,0,1,1,1,2,0,0,3,2,2,4,2,2,1,2
761,4,1,3,3,0,1,0,1,1,1,2,1,1,3,2,3,1,2,1,1,2
768,3,1,3,3,0,1,0,1,1,1,2,0,0,2,2,3,4,2,2,1,2
769,3,1,3,3,0,1,0,1,1,1,4,0,0,4,2,6,1,2,2,1,2
771,3,1,3,3,0,0,0,1,1,1,4,0,1,3,0,0,4,2,1,1,2
772,3,2,3,2,0,1,0,1,1,1,2,1,4,4,2,3,1,2,1,1,2
773,3,1,3,3,0,1,0,1,1,1,2,4,1,2,2,2,4,2,2,1,2
774,2,1,3,3,0,1,0,1,1,1,3,0,1,4,2,2,2,3,1,1,2
776,3,1,3,3,0,1,0,1,1,1,4,2,0,3,2,6,1,3,2,1,2
782,3,1,3,3,0,1,0,1,1,1,3,0,1,3,1,5,1,3,2,1,2
783,3,2,3,3,0,0,0,1,1,1,0,2,0,3,2,2,4,2,1,1,2
784,3,1,3,1,0,0,1,1,1,1,3,0,0,3,2,2,4,2,1,1,2
785,3,1,3,3,0,1,0,1,1,1,2,3,0,3,2,2,1,2,0,1,2
787,3,2,3,3,0,0,1,1,1,1,0,2,0,3,2,2,1,2,1,1,2
790,3,1,3,2,0,0,1,1,1,1,3,0,1,2,2,2,4,2,1,1,2
791,3,1,2,2,0,0,1,1,1,1,4,0,0,4,2,2,4,3,2,1,2
792,3,1,3,3,0,1,1,0,1,1,2,0,0,2,2,3,1,2,1,2,2
793,3,1,1,3,0,0,1,1,1,1,0,3,1,4,2,2,4,2,1,1,2
794,3,1,1,1,0,0,1,1,1,1,4,1,1,2,2,2,4,2,1,1,2
795,2,2,2,2,0,1,1,1,1,1,4,0,1,3,2,2,4,2,1,1,2
797,2,2,2,2,1,1,1,1,1,1,3,0,0,2,2,5,1,2,1,1,2
799,3,2,3,3,1,0,1,1,1,1,0,1,1,3,2,2,4,2,1,1,1
802,3,1,3,1,0,0,1,1,1,1,5,3,0,2,2,2,4,2,1,1,2
804,3,2,3,3,0,0,1,1,1,1,2,0,0,2,2,2,4,2,1,1,2
805,3,1,1,1,0,0,1,1,1,1,4,0,0,2,2,2,4,2,1,1,2
806,2,2,3,2,0,1,0,1,1,1,1,0,1,2,2,2,4,3,2,1,2
807,3,1,1,1,0,0,1,1,1,1,5,0,1,2,2,2,4,2,1,1,2
808,3,2,3,1,0,1,0,1,1,1,3,0,2,3,2,2,3,2,1,1,1
812,3,1,1,1,0,0,1,1,1,1,3,0,0,2,2,5,4,2,2,1,2
817,3,1,3,2,1,0,1,1,1,1,5,1,0,3,2,0,4,2,1,1,2
818,3,1,3,2,0,0,1,1,1,1,5,0,1,2,0,0,4,3,2,1,2
819,4,1,3,3,0,1,1,0,1,1,3,2,1,3,2,2,2,2,2,1,2
820,3,2,2,2,0,1,1,1,1,1,1,1,0,2,2,2,4,2,1,1,2
821,2,2,2,2,1,1,1,1,1,1,1,1,0,2,2,2,4,3,2,1,2
823,2,2,2,2,0,0,1,1,1,1,5,0,0,2,2,3,3,3,2,1,2
824,4,2,3,1,0,0,1,1,1,1,5,0,0,2,0,0,3,2,0,1,2
826,3,1,2,2,0,0,1,1,1,1,5,0,1,4,2,2,4,2,2,1,2
827,3,2,2,2,0,0,1,1,1,1,2,1,0,3,2,2,4,2,2,1,2
829,3,2,3,1,0,0,1,1,1,1,0,1,0,3,2,2,4,3,2,1,2
831,4,1,2,2,0,0,1,1,1,1,5,0,1,3,2,4,2,2,2,1,2
832,2,1,1,1,0,0,1,1,1,1,2,0,0,3,2,2,4,3,2,1,1
837,4,1,1,1,0,0,1,1,1,1,4,0,0,3,2,2,4,2,2,1,2
838,2,1,3,2,0,0,1,1,1,1,4,0,1,3,2,2,4,2,2,1,2
839,3,2,2,2,0,0,1,1,1,1,3,1,0,2,2,4,2,3,2,1,2
840,3,2,1,1,0,0,1,1,1,1,3,2,0,2,2,6,3,3,2,1,2
841,2,2,1,1,0,0,1,1,1,1,4,0,0,2,2,4,3,2,2,1,2
842,3,1,2,2,0,0,1,1,1,1,4,0,0,4,2,2,4,3,2,1,2
844,4,2,1,1,0,0,1,1,1,1,4,0,0,3,2,5,1,3,2,1,2
845,2,2,1,1,0,0,1,1,1,1,4,0,0,2,2,5,1,3,0,1,2
848,3,1,2,2,0,1,1,1,1,1,3,0,1,4,2,0,4,2,2,1,2
849,4,2,1,1,0,0,1,1,1,1,4,0,0,3,2,2,3,2,2,1,1
850,2,2,1,1,0,0,1,1,1,1,3,1,0,2,1,5,1,3,2,1,2
851,3,1,2,0,0,0,1,1,1,1,3,1,0,2,2,0,4,2,2,1,2
852,4,2,3,1,0,0,1,1,1,1,2,1,0,3,0,0,3,2,2,1,1
853,2,1,3,3,1,1,0,1,1,1,2,0,2,4,2,2,4,1,0,1,2
857,2,2,3,3,2,1,0,1,1,1,3,2,0,3,2,2,4,2,1,1,2
858,2,2,3,3,0,1,0,1,1,1,3,1,2,4,2,1,1,1,0,1,2
859,3,1,3,3,0,1,0,1,1,1,0,0,1,1,2,2,4,3,1,2,2
860,2,1,3,3,0,1,0,1,1,1,3,0,1,3,2,2,4,1,1,1,2
861,3,2,3,3,0,1,0,1,1,1,3,5,0,4,2,2,4,2,1,1,1
864,2,2,3,3,0,1,0,1,1,1,2,1,1,2,2,0,1,2,1,1,2
865,3,1,3,3,1,0,0,1,1,1,4,1,0,4,2,2,4,2,0,1,2
867,3,2,3,3,0,1,0,1,1,1,0,1,1,2,0,0,4,2,2,1,2
868,2,2,3,3,0,1,0,1,1,1,4,2,0,4,0,0,4,2,2,1,1
870,3,1,3,3,0,0,0,1,1,1,0,0,4,4,2,0,4,2,2,1,2
873,3,2,3,3,0,1,0,1,1,1,0,1,1,3,2,3,1,2,2,1,2
874,3,1,3,3,0,1,0,1,1,1,4,0,1,4,2,1,4,2,1,1,2
875,2,2,3,3,0,1,0,1,1,1,4,0,2,4,2,2,4,2,1,1,2
877,2,2,3,3,0,1,0,1,1,1,4,0,1,3,2,2,1,2,1,1,2
878,2,1,3,3,0,1,0,1,1,1,3,3,1,2,0,0,2,2,0,1,2
879,3,2,3,3,0,0,1,1,1,1,2,3,0,3,2,2,4,2,0,1,2
881,4,1,3,3,0,0,0,1,1,1,4,1,0,3,2,2,4,2,2,1,2
882,3,2,3,2,0,0,0,1,1,1,2,0,2,4,2,2,4,2,1,1,1
884,2,1,3,3,0,0,0,1,1,1,4,0,0,3,2,2,4,3,1,1,2
887,2,1,3,3,0,1,0,1,1,1,0,1,0,2,2,2,4,2,1,1,2
889,3,1,3,3,0,0,0,1,1,1,3,1,0,3,2,1,4,2,0,1,2
890,2,1,3,3,0,0,1,1,1,1,3,2,1,2,2,2,4,2,2,2,2
896,3,1,3,3,0,0,1,1,1,1,4,0,1,4,2,2,4,2,2,1,2
898,3,1,3,3,0,0,1,1,1,1,2,1,1,4,2,2,3,2,1,1,2
899,4,2,3,3,1,0,1,1,1,1,2,0,0,2,2,2,4,2,1,1,2
900,2,2,3,3,1,0,1,1,1,1,5,1,0,3,2,2,4,2,1,1,2
901,2,2,3,3,1,0,0,1,1,1,4,0,0,3,0,0,3,3,0,3,1
902,2,1,2,2,0,0,1,1,1,1,4,1,0,3,2,4,2,3,2,1,2
907,3,1,1,1,0,0,1,1,1,1,4,0,1,3,2,4,2,2,1,1,2
910,4,2,3,3,0,0,1,1,1,1,2,0,0,3,2,2,4,2,2,1,2
916,2,2,3,2,0,0,1,1,1,1,2,0,1,4,2,0,1,2,2,1,2
917,3,2,3,2,1,0,1,1,1,1,3,1,0,4,2,2,4,2,1,1,2
919,2,2,3,3,0,0,1,1,1,1,4,0,1,3,2,1,1,2,2,1,2
920,3,2,1,1,0,0,0,1,1,1,2,2,0,4,2,1,3,2,2,1,2
921,3,1,1,3,0,0,1,1,1,1,3,1,1,4,2,2,4,3,2,1,2
922,2,2,1,1,0,0,1,1,1,1,3,0,0,2,2,6,3,3,3,1,2
923,3,1,3,2,0,0,1,1,1,1,5,0,0,4,2,2,4,2,1,1,2
926,2,2,3,1,0,0,1,1,1,1,4,0,0,3,0,0,2,3,2,1,2
928,3,1,1,1,0,0,0,1,1,1,5,0,0,3,2,2,2,3,2,1,2
929,3,1,1,1,0,0,1,1,1,1,4,1,1,4,2,3,1,3,2,1,2
930,3,1,2,2,0,0,1,1,1,1,4,1,0,3,2,5,1,2,2,1,2
931,3,2,2,2,0,1,1,1,1,1,1,0,0,3,2,2,3,3,2,1,2
936,3,2,1,1,0,0,1,1,1,1,3,0,1,3,2,2,4,2,2,1,2
939,3,1,1,1,0,0,1,1,1,1,0,1,0,3,2,2,3,2,2,2,2
941,3,1,1,1,0,0,1,1,1,1,0,0,0,2,1,5,2,3,2,1,2
942,4,2,2,2,0,0,1,1,1,1,4,0,0,2,2,3,2,2,2,1,1
944,4,1,2,2,0,0,1,1,1,1,4,0,0,3,2,6,2,3,3,1,2
945,4,2,1,1,0,0,1,1,1,1,3,0,1,3,2,5,2,3,2,1,2
948,3,1,3,1,0,0,1,1,1,1,4,0,0,4,2,3,2,2,2,1,1
949,2,2,1,3,0,0,1,1,1,1,4,0,0,2,2,4,2,3,3,1,2
950,3,1,1,1,0,0,1,1,1,1,3,1,0,4,2,3,2,2,2,2,1
951,2,2,1,1,0,1,1,1,1,1,1,0,0,3,2,5,1,3,2,3,2
952,1,2,3,3,0,1,0,1,1,1,3,0,2,2,2,2,4,2,1,1,2
953,4,1,3,3,0,0,0,1,1,1,0,0,1,1,2,2,4,2,1,1,2
954,3,2,3,3,0,1,0,1,1,1,3,0,4,4,2,2,4,1,1,1,2
955,2,1,3,3,0,1,0,1,1,1,4,0,1,2,2,0,4,1,1,1,2
956,3,2,3,3,0,1,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2
957,2,2,3,3,0,1,1,1,1,1,1,0,4,3,2,2,1,1,1,1,2
960,1,2,3,3,0,0,0,1,1,1,0,2,0,2,2,2,4,2,0,1,2
961,3,2,3,3,0,1,0,1,1,1,4,3,0,4,2,2,4,3,0,1,2
964,4,1,3,3,0,1,0,1,1,1,0,2,1,3,2,0,4,1,0,1,2
965,3,1,3,3,0,1,0,1,1,1,4,0,1,2,2,6,1,2,2,2,2
966,1,2,3,3,0,0,0,1,1,1,0,0,1,2,2,6,1,3,3,1,2
967,3,2,3,3,0,1,0,1,1,1,0,1,3,1,2,2,1,2,0,1,1
969,1,1,3,3,0,1,0,1,1,1,4,0,2,1,2,0,1,2,2,1,2
971,3,1,3,3,0,0,0,1,1,1,4,2,0,1,0,0,1,3,1,1,2
974,4,1,3,3,0,1,0,1,1,1,4,3,0,4,0,0,4,3,0,1,2
975,1,2,3,3,0,1,0,1,1,1,2,1,0,3,0,0,1,2,1,1,2
977,3,2,3,3,0,0,0,1,1,1,2,3,1,4,2,2,4,2,1,1,1
980,2,2,3,3,0,1,0,1,1,1,0,0,1,3,0,0,4,2,0,1,2
982,2,2,3,3,0,0,0,1,1,1,2,0,5,3,2,1,1,2,1,1,2
985,3,2,3,3,0,0,0,1,1,1,3,3,1,2,2,2,4,3,1,1,1
986,3,2,3,3,0,1,0,1,1,1,2,0,0,4,2,2,4,2,0,1,2
990,3,1,3,3,0,1,0,1,1,1,3,1,0,2,2,2,1,3,1,1,2
993,2,1,3,3,0,0,0,1,1,1,5,1,2,2,2,2,4,2,1,1,2
994,1,2,3,3,0,1,0,1,1,1,2,0,2,3,2,2,4,2,2,1,2
996,3,1,3,3,0,0,0,1,1,1,4,3,1,2,2,2,0,2,0,1,1
998,3,2,3,3,0,0,0,1,1,1,0,0,1,3,2,1,2,2,0,2,2
999,2,2,3,3,0,1,0,1,1,1,2,0,1,1,2,6,1,2,2,1,2
1002,3,2,3,2,0,1,0,1,1,0,2,0,1,3,0,0,0,2,0,1,2
1009,4,2,2,2,0,1,0,1,1,1,0,0,1,4,2,2,1,3,0,1,1
1011,1,2,3,3,0,1,0,1,1,1,0,0,2,4,2,1,4,2,2,1,2
1012,2,1,3,3,0,0,0,1,1,1,3,2,0,4,2,1,4,3,1,1,2
1014,2,1,3,3,0,0,0,1,1,1,3,1,0,4,0,0,4,2,0,1,2
1015,3,1,3,3,0,1,0,1,1,1,4,1,0,1,2,0,0,2,3,1,2
1016,3,1,3,3,0,1,0,1,1,1,4,0,0,2,2,1,4,2,1,1,2
1018,3,1,3,1,0,1,0,1,1,0,4,1,0,2,2,2,0,2,0,1,2
1020,2,1,3,2,0,1,0,1,1,1,5,2,1,4,2,2,4,2,0,1,2
1024,2,2,3,3,1,0,1,1,1,1,3,0,0,4,2,1,1,2,2,1,2
1025,2,1,3,3,0,0,0,1,1,1,4,1,1,4,2,2,2,2,1,1,2
1026,2,2,3,3,1,0,1,1,1,1,2,3,0,2,2,1,4,2,0,1,2
1029,2,2,3,3,0,1,0,1,1,1,2,0,1,4,2,1,1,2,0,1,2
1032,2,2,2,3,1,1,0,1,1,1,0,0,0,3,2,3,1,2,0,1,1
1035,3,1,3,3,0,0,0,1,1,1,4,1,0,4,2,2,4,2,0,1,2
1036,4,1,3,3,0,1,0,1,0,1,4,0,1,4,2,2,2,2,0,1,2
1037,2,2,1,3,0,0,0,1,1,1,0,0,0,2,2,6,1,3,2,1,2
1040,3,1,3,3,0,0,0,1,1,1,2,1,0,3,2,3,2,2,0,2,2
1041,1,1,3,3,0,1,0,0,1,1,3,1,1,3,2,2,1,2,1,1,2
1042,3,2,3,3,0,0,0,1,1,1,3,1,1,1,2,2,4,2,2,1,2
1043,4,2,3,3,0,1,1,1,1,1,1,0,0,3,2,0,4,2,1,1,2
1044,3,2,3,2,0,0,1,1,1,1,2,2,0,1,1,3,1,3,1,1,2
1045,1,1,3,1,0,0,1,1,1,1,0,0,1,3,2,2,3,3,0,1,2
1047,3,1,3,3,0,0,1,1,1,1,5,2,0,2,2,2,4,3,0,1,2
1051,4,2,3,3,0,0,1,1,1,1,0,0,0,3,2,2,4,3,1,1,2
1052,2,1,3,3,0,1,1,1,1,1,2,0,0,3,2,5,3,2,1,1,1
1054,2,1,2,2,1,0,1,1,1,1,5,1,1,3,2,6,1,3,2,1,2
1057,3,2,3,3,0,0,1,1,1,1,3,1,0,2,2,1,4,2,2,1,2
1058,2,2,3,3,0,1,0,1,1,1,1,2,0,3,2,1,4,2,0,1,1
1059,3,2,3,3,0,0,0,1,1,1,2,1,1,2,2,3,1,2,0,1,2
1060,2,1,3,1,0,1,0,1,1,1,0,0,1,1,2,6,1,3,0,1,2
1061,2,1,3,3,0,0,1,1,1,1,5,0,1,1,2,0,1,3,2,2,2
1064,4,1,3,2,0,0,1,1,1,1,5,1,0,4,2,2,4,2,1,1,2
1065,3,2,3,3,0,0,1,1,1,1,4,0,0,2,2,5,1,2,0,1,1
1066,4,2,2,2,0,0,0,1,1,1,2,0,1,3,2,2,1,3,0,1,2
1067,3,2,3,3,0,0,1,1,1,1,3,0,0,2,2,2,1,3,0,1,2
1071,3,1,3,2,0,0,1,1,1,1,5,0,0,3,2,2,1,2,2,1,2
1073,3,1,1,1,0,0,1,1,1,1,0,3,0,3,2,1,4,2,1,1,2
1074,4,2,2,2,0,0,1,1,1,1,4,0,1,2,2,3,2,2,2,1,1
1075,2,1,3,1,0,0,1,1,1,1,4,1,0,3,2,3,2,3,1,1,1
1078,1,2,3,2,0,0,1,1,1,1,0,0,1,1,2,2,4,3,2,1,2
1079,1,1,3,2,0,0,1,1,1,1,4,0,0,1,2,6,1,3,3,1,2
1081,2,1,3,3,0,0,1,1,1,0,5,1,0,2,2,3,4,2,1,1,1
1082,3,1,3,2,0,0,1,1,1,0,5,0,0,2,2,1,1,3,1,1,2
1083,1,1,1,1,0,0,1,1,1,1,4,0,1,2,2,6,1,3,2,1,2
1084,3,2,3,1,0,0,1,1,1,1,3,0,0,1,2,1,3,3,0,1,1
1085,3,1,3,1,0,0,1,1,1,1,5,1,0,2,2,3,4,3,2,1,2
1086,2,2,1,1,1,0,1,1,1,1,2,0,1,2,2,3,3,2,1,1,1
1087,1,2,2,2,0,0,1,1,1,1,4,0,0,2,2,6,1,3,2,1,2
1091,3,1,3,3,0,0,1,1,1,1,4,3,0,3,2,3,1,2,1,1,2
1095,3,1,2,2,0,0,1,1,1,1,5,1,0,2,2,2,4,3,1,1,2
1097,2,1,3,1,0,0,0,1,1,1,0,0,1,2,2,4,1,2,2,1,1
1098,2,2,1,1,1,0,0,1,1,1,4,0,1,1,2,6,2,3,3,1,2
1101,3,1,3,1,0,0,1,1,1,1,5,0,0,2,2,1,4,3,2,1,2
1102,1,2,2,2,0,1,1,1,1,1,1,0,1,2,2,0,3,2,0,1,2
1103,2,1,3,2,0,0,1,1,1,1,5,0,0,2,2,1,1,3,2,1,2
1104,3,2,2,2,0,1,1,1,1,1,1,0,0,1,2,2,3,3,3,1,2
1105,2,1,1,1,0,0,1,1,1,1,4,0,0,2,2,2,1,3,3,1,2
1106,2,2,3,1,0,0,0,1,1,1,4,1,0,2,1,5,1,3,3,1,2
1109,3,2,3,2,0,0,1,1,1,1,3,1,0,3,2,2,1,2,0,1,2
1110,2,1,1,1,0,0,0,1,1,1,1,0,1,2,2,2,2,2,2,1,2
1111,3,1,3,3,0,1,1,1,1,1,2,0,0,4,0,0,1,2,0,1,2
