,SIZE,SEXA,PPLVTG,MMLVTG,SZFFOUT,INCSELF,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
558,3,2,1,1,2,0,1,1,1,1,3,0,1,2,2,2,4,2,2,1,2
561,3,1,2,2,0,0,1,1,1,1,4,0,0,3,2,1,4,2,2,1,2
564,3,2,3,1,0,0,1,1,1,1,5,0,0,3,2,2,1,3,3,1,2
566,2,1,3,1,0,0,0,1,1,1,4,0,0,2,2,6,1,2,2,1,1
567,4,2,2,2,0,0,1,1,1,1,3,1,0,3,2,2,3,2,0,1,2
568,4,1,3,2,0,1,1,1,1,1,1,0,0,3,2,2,3,2,1,1,2
569,3,2,2,2,0,0,1,1,1,1,3,0,1,3,2,2,4,2,2,1,2
572,4,1,1,1,0,0,0,0,0,0,0,2,0,3,2,1,4,2,2,1,2
574,4,2,1,1,0,0,1,1,1,1,3,0,0,3,2,3,2,3,3,1,2
576,4,1,1,1,0,0,1,1,1,1,3,1,0,3,2,2,1,2,2,1,2
577,3,1,1,1,0,0,1,1,1,1,3,0,1,2,2,2,1,2,2,1,2
578,4,2,1,1,0,0,1,1,1,1,3,0,1,3,2,2,2,2,2,1,1
579,3,1,1,1,0,0,1,1,1,1,3,0,1,4,2,2,4,2,2,1,2
580,3,2,1,1,0,0,1,1,1,1,2,0,0,2,2,3,4,0,2,3,2
581,3,2,1,1,2,0,1,1,1,1,3,1,0,3,2,6,3,3,3,1,1
582,2,2,2,2,0,1,1,1,1,1,1,0,0,3,2,1,4,3,2,3,2
583,3,2,3,3,0,1,0,1,1,1,2,1,2,3,2,6,1,1,1,1,2
584,3,1,3,3,3,0,0,1,1,1,4,4,0,4,2,1,4,1,1,1,0
586,2,1,3,3,0,1,0,1,1,1,4,1,0,2,2,2,4,2,1,1,2
587,2,1,3,3,0,1,0,1,1,1,3,2,0,4,2,1,4,2,1,1,2
588,2,1,3,3,0,1,0,1,1,1,4,4,0,4,2,0,4,1,1,1,1
589,3,1,3,3,0,1,0,1,1,1,4,1,2,2,2,6,4,1,1,1,2
590,3,2,3,3,0,0,0,1,1,0,0,1,1,3,2,0,1,3,0,1,1
592,3,2,3,3,0,0,0,1,1,1,3,2,1,3,2,1,4,2,1,1,2
593,3,1,3,3,0,0,0,1,1,1,4,0,1,2,2,2,4,2,1,1,2
595,3,2,3,3,1,1,0,1,1,1,2,0,1,3,2,1,4,2,0,1,2
596,3,1,3,3,0,0,0,1,1,1,0,3,0,2,2,0,3,3,3,1,1
597,3,2,3,3,0,1,0,1,0,1,2,3,0,4,2,2,4,2,0,1,2
599,4,2,3,3,0,1,0,1,1,1,3,2,1,3,2,2,4,2,1,1,2
601,2,1,3,3,0,0,0,1,1,1,4,0,0,3,0,0,4,3,0,1,2
602,2,1,3,3,0,1,0,1,1,1,3,0,2,1,2,2,1,3,2,1,2
603,3,2,3,3,0,1,0,1,1,1,2,2,0,4,2,2,1,2,1,1,1
604,3,2,3,3,0,0,0,1,1,1,3,0,4,3,2,3,4,2,1,1,2
605,2,2,2,3,0,0,0,1,1,1,4,2,3,4,2,4,1,2,1,1,1
606,2,2,3,2,0,0,0,1,1,0,2,4,1,4,2,2,4,2,0,1,2
607,2,2,3,3,0,0,0,1,1,1,3,1,1,3,2,6,1,2,0,1,1
608,2,1,3,3,0,0,0,1,1,1,0,0,0,2,2,3,1,3,2,1,1
609,3,1,3,3,0,0,0,1,0,1,4,1,0,3,2,2,4,3,1,1,2
611,3,2,3,3,0,1,0,1,1,0,2,0,0,3,2,1,4,2,0,1,2
612,2,2,3,3,0,0,0,1,1,1,3,1,1,2,2,6,3,2,0,1,2
613,3,1,3,2,1,0,0,1,1,1,0,2,1,3,2,2,4,2,1,1,2
615,3,1,3,1,0,0,1,1,1,1,5,1,1,2,2,0,3,2,0,2,2
616,4,1,3,3,0,0,1,1,1,1,4,1,1,3,2,2,4,2,1,1,1
617,2,2,3,3,1,0,1,1,1,1,2,2,0,3,2,6,4,2,2,1,2
618,2,2,3,1,0,0,1,1,1,1,4,1,0,2,2,2,4,2,1,1,2
619,3,1,1,3,0,0,1,1,1,1,4,1,0,3,2,2,1,2,1,1,2
620,2,2,3,3,1,0,1,1,1,1,4,0,1,3,2,2,4,2,1,1,1
622,2,1,2,2,0,0,1,1,1,1,5,0,1,2,2,6,3,3,2,1,2
623,2,1,1,3,0,0,1,1,1,1,3,1,0,2,2,2,4,3,2,1,2
625,2,1,2,2,0,0,1,1,1,1,0,0,1,3,2,3,3,3,0,1,2
627,2,1,1,1,0,1,0,1,1,1,1,0,0,2,2,5,1,2,0,1,1
628,3,2,3,2,1,0,1,1,1,1,4,0,1,2,2,2,1,2,2,1,1
633,2,1,3,1,0,0,0,1,1,1,5,1,0,2,2,3,1,3,3,1,2
635,3,1,3,1,0,0,1,1,1,1,5,0,0,3,2,1,4,3,0,1,2
637,2,1,2,2,0,0,1,1,1,1,5,0,1,1,1,5,1,2,3,1,2
638,2,1,2,2,0,0,1,1,1,1,5,0,0,2,2,2,2,2,2,1,2
639,2,2,3,2,0,1,1,1,1,1,0,0,0,2,0,0,4,2,0,1,2
643,2,2,1,1,0,0,1,1,1,1,4,1,0,2,1,3,2,3,2,1,1
644,2,1,1,1,0,1,0,1,1,1,1,0,0,2,2,1,4,3,2,1,2
646,2,2,3,1,0,1,1,1,1,1,1,0,0,2,0,0,2,2,0,2,2
647,3,1,1,1,0,0,0,1,1,1,3,0,1,3,2,2,4,2,2,1,2
651,2,1,2,3,0,0,1,1,1,1,3,0,0,2,2,2,2,2,2,1,2
652,4,2,2,2,0,0,1,1,1,1,2,0,2,3,2,6,4,2,3,1,1
653,2,2,3,2,0,0,1,1,1,1,0,0,0,3,2,0,2,3,2,1,2
654,2,2,1,1,1,0,1,1,1,1,3,0,0,2,2,6,1,3,0,1,2
655,4,2,2,2,0,0,1,1,1,1,3,1,1,3,2,3,0,3,2,1,2
656,3,2,1,1,0,1,1,1,1,1,0,0,0,3,2,6,1,3,3,1,2
657,3,1,1,1,0,0,1,1,1,1,3,1,0,3,2,1,4,2,2,1,1
658,2,2,1,1,0,1,1,1,1,1,1,1,0,3,2,1,1,3,3,3,2
661,3,2,3,3,0,1,0,1,1,1,2,0,2,4,2,2,4,1,1,1,2
667,4,1,3,3,1,0,0,1,1,1,4,0,1,3,2,2,4,3,1,1,2
668,3,1,3,3,0,1,0,1,1,1,4,0,1,1,2,6,2,3,2,1,2
669,3,2,3,3,0,1,0,1,1,1,3,2,2,3,2,0,4,2,0,1,1
670,3,1,3,3,0,1,0,1,1,0,4,1,0,2,2,2,1,2,0,1,2
671,3,2,3,3,0,1,0,1,1,1,0,5,0,1,2,1,1,2,0,1,2
672,3,1,3,3,0,1,0,1,1,1,4,3,0,3,2,6,1,3,2,1,2
675,2,1,3,3,0,1,0,1,1,1,3,2,3,4,2,2,4,2,0,1,2
676,4,1,3,3,0,0,0,1,1,1,4,1,2,3,2,2,4,2,1,1,2
680,2,1,3,3,0,1,0,1,1,1,3,3,0,4,0,0,4,2,0,1,2
685,3,1,3,2,2,1,0,1,1,1,4,0,1,2,2,2,4,2,1,1,2
686,3,1,1,3,0,0,0,1,1,1,4,0,0,4,2,2,4,2,2,1,2
687,3,2,3,3,0,0,0,1,1,1,2,3,0,2,2,4,1,2,0,1,2
689,3,2,3,3,0,0,1,1,1,1,2,2,0,4,2,2,4,2,0,1,1
690,3,1,3,2,0,1,0,1,1,1,0,0,0,2,2,4,2,2,2,1,2
695,3,2,3,3,0,1,1,1,1,1,1,1,0,2,2,2,4,2,1,1,2
702,3,2,3,2,0,1,1,1,1,1,1,1,0,3,2,2,2,2,1,1,2
703,4,1,3,1,0,0,1,1,1,1,5,1,0,3,2,1,2,2,1,2,2
704,3,2,3,2,1,0,0,1,1,1,4,0,1,4,2,2,2,2,2,1,2
708,4,1,3,3,1,0,1,1,1,1,5,0,0,2,2,3,1,3,3,1,2
712,2,2,2,2,0,0,1,1,1,1,3,0,0,2,2,2,1,3,0,1,1
714,3,1,1,3,0,0,0,1,1,1,4,0,0,3,2,5,2,3,2,1,2
715,3,2,2,3,0,0,1,1,1,1,0,0,0,3,2,2,1,3,2,1,1
717,2,2,2,2,0,0,1,1,1,1,3,1,0,3,2,2,4,2,0,1,1
719,3,1,3,1,0,1,1,0,1,1,2,0,2,3,2,1,4,2,2,1,1
720,3,1,1,1,0,0,1,1,1,1,4,1,1,3,2,3,3,3,2,1,1
723,3,1,2,2,0,0,1,1,1,1,4,0,0,2,2,0,3,2,2,1,2
725,3,1,2,1,0,0,1,1,1,1,0,0,0,2,2,2,4,3,2,1,2
726,3,1,3,1,0,0,1,1,1,1,3,0,0,3,2,2,4,2,2,1,2
727,3,1,2,2,0,0,1,1,1,1,0,0,0,2,2,2,4,3,2,1,2
729,3,1,2,2,0,0,1,1,1,1,5,1,0,2,2,0,1,3,2,1,2
730,3,1,3,1,0,0,0,1,1,1,4,0,0,4,2,2,4,3,2,1,2
731,3,1,3,1,0,0,1,1,1,1,0,3,0,4,0,0,4,2,2,1,2
733,3,1,1,1,0,0,1,1,1,1,5,1,1,3,2,0,2,2,2,1,2
734,3,1,2,2,0,0,1,1,1,1,5,1,0,3,2,2,4,3,2,1,2
735,3,1,1,1,0,0,1,1,1,1,0,0,0,2,2,3,1,2,2,1,1
737,3,2,2,2,0,1,1,1,1,1,0,0,0,3,2,3,2,3,3,1,2
738,4,2,3,2,2,0,1,1,1,1,4,1,0,3,0,0,2,3,2,1,2
742,3,1,1,1,0,0,1,1,1,1,3,0,0,3,2,0,0,2,2,1,2
744,3,1,2,3,0,0,1,1,1,1,0,0,0,2,2,3,4,2,2,1,2
745,3,2,1,1,0,0,1,1,1,1,0,0,1,2,2,5,1,3,2,1,2
746,3,2,1,1,0,0,1,1,1,1,0,1,1,2,2,5,1,3,3,1,2
748,3,1,1,1,0,0,1,1,1,1,4,1,0,3,2,6,2,3,3,1,2
749,4,2,1,1,0,0,1,1,1,1,3,1,0,3,2,2,4,2,2,1,1
750,3,1,1,1,0,0,1,1,1,1,0,0,1,4,2,0,3,3,0,1,1
751,3,1,2,1,0,1,1,1,1,1,4,0,4,4,2,0,1,2,2,1,2
752,3,1,1,1,0,0,1,1,1,1,3,0,1,3,2,5,2,2,2,2,2
753,3,1,3,3,0,1,0,1,1,1,3,1,1,1,2,1,4,1,1,1,2
755,3,2,3,3,0,1,0,1,1,1,2,1,0,2,2,2,4,1,1,1,2
756,3,2,3,3,0,1,0,1,1,1,2,0,1,3,2,2,4,2,2,1,2
757,2,2,3,3,0,1,0,1,1,1,0,1,2,4,2,2,4,2,1,1,2
761,4,1,3,3,0,1,0,1,1,1,2,1,1,3,2,3,1,2,1,1,2
764,3,2,3,3,2,1,0,1,1,1,2,0,3,4,2,2,4,2,1,1,2
768,3,1,3,3,0,1,0,1,1,1,2,0,0,2,2,3,4,2,2,1,2
769,3,1,3,3,0,1,0,1,1,1,4,0,0,4,2,6,1,2,2,1,2
770,3,2,3,3,0,1,0,1,1,1,2,3,0,4,2,2,4,2,2,1,2
771,3,1,3,3,0,0,0,1,1,1,4,0,1,3,0,0,4,2,1,1,2
773,3,1,3,3,0,1,0,1,1,1,2,4,1,2,2,2,4,2,2,1,2
776,3,1,3,3,0,1,0,1,1,1,4,2,0,3,2,6,1,3,2,1,2
777,2,2,3,3,0,0,0,1,1,1,0,0,1,2,2,2,1,2,0,1,2
782,3,1,3,3,0,1,0,1,1,1,3,0,1,3,1,5,1,3,2,1,2
783,3,2,3,3,0,0,0,1,1,1,0,2,0,3,2,2,4,2,1,1,2
785,3,1,3,3,0,1,0,1,1,1,2,3,0,3,2,2,1,2,0,1,2
786,2,1,3,3,0,1,0,1,1,1,3,0,0,1,2,6,1,3,1,1,2
790,3,1,3,2,0,0,1,1,1,1,3,0,1,2,2,2,4,2,1,1,2
792,3,1,3,3,0,1,1,0,1,1,2,0,0,2,2,3,1,2,1,2,2
796,2,1,3,3,0,0,1,1,1,1,0,0,0,3,2,2,4,2,1,1,1
798,2,2,3,3,0,1,1,1,1,1,1,0,0,3,2,2,4,2,2,1,2
799,3,2,3,3,1,0,1,1,1,1,0,1,1,3,2,2,4,2,1,1,1
802,3,1,3,1,0,0,1,1,1,1,5,3,0,2,2,2,4,2,1,1,2
803,3,2,2,3,2,0,1,1,1,1,3,0,0,3,2,2,4,3,1,1,1
804,3,2,3,3,0,0,1,1,1,1,2,0,0,2,2,2,4,2,1,1,2
808,3,2,3,1,0,1,0,1,1,1,3,0,2,3,2,2,3,2,1,1,1
810,3,1,1,3,0,0,1,1,1,1,5,1,1,2,1,4,1,2,1,1,2
811,2,2,2,2,1,1,1,1,1,1,1,1,0,2,2,6,1,3,2,1,2
812,3,1,1,1,0,0,1,1,1,1,3,0,0,2,2,5,4,2,2,1,2
813,3,1,1,1,0,0,0,1,1,1,5,2,1,3,2,2,4,2,2,1,2
816,3,2,2,2,0,1,1,1,1,1,0,0,1,2,2,3,3,2,2,1,2
819,4,1,3,3,0,1,1,0,1,1,3,2,1,3,2,2,2,2,2,1,2
824,4,2,3,1,0,0,1,1,1,1,5,0,0,2,0,0,3,2,0,1,2
825,3,2,2,2,0,0,1,1,1,1,2,1,1,1,2,3,2,3,2,1,2
829,3,2,3,1,0,0,1,1,1,1,0,1,0,3,2,2,4,3,2,1,2
830,2,2,2,2,0,0,1,1,1,1,3,0,1,3,2,0,3,2,2,2,2
831,4,1,2,2,0,0,1,1,1,1,5,0,1,3,2,4,2,2,2,1,2
832,2,1,1,1,0,0,1,1,1,1,2,0,0,3,2,2,4,3,2,1,1
833,2,2,2,2,0,1,1,1,1,1,1,0,1,4,2,2,4,3,2,1,2
837,4,1,1,1,0,0,1,1,1,1,4,0,0,3,2,2,4,2,2,1,2
839,3,2,2,2,0,0,1,1,1,1,3,1,0,2,2,4,2,3,2,1,2
840,3,2,1,1,0,0,1,1,1,1,3,2,0,2,2,6,3,3,2,1,2
841,2,2,1,1,0,0,1,1,1,1,4,0,0,2,2,4,3,2,2,1,2
842,3,1,2,2,0,0,1,1,1,1,4,0,0,4,2,2,4,3,2,1,2
843,2,1,1,1,0,0,1,1,1,1,5,0,1,3,2,5,3,2,2,1,2
844,4,2,1,1,0,0,1,1,1,1,4,0,0,3,2,5,1,3,2,1,2
845,2,2,1,1,0,0,1,1,1,1,4,0,0,2,2,5,1,3,0,1,2
849,4,2,1,1,0,0,1,1,1,1,4,0,0,3,2,2,3,2,2,1,1
850,2,2,1,1,0,0,1,1,1,1,3,1,0,2,1,5,1,3,2,1,2
851,3,1,2,0,0,0,1,1,1,1,3,1,0,2,2,0,4,2,2,1,2
852,4,2,3,1,0,0,1,1,1,1,2,1,0,3,0,0,3,2,2,1,1
853,2,1,3,3,1,1,0,1,1,1,2,0,2,4,2,2,4,1,0,1,2
857,2,2,3,3,2,1,0,1,1,1,3,2,0,3,2,2,4,2,1,1,2
858,2,2,3,3,0,1,0,1,1,1,3,1,2,4,2,1,1,1,0,1,2
859,3,1,3,3,0,1,0,1,1,1,0,0,1,1,2,2,4,3,1,2,2
860,2,1,3,3,0,1,0,1,1,1,3,0,1,3,2,2,4,1,1,1,2
861,3,2,3,3,0,1,0,1,1,1,3,5,0,4,2,2,4,2,1,1,1
863,3,1,3,3,0,1,0,1,1,1,4,0,1,3,2,1,1,2,1,1,2
865,3,1,3,3,1,0,0,1,1,1,4,1,0,4,2,2,4,2,0,1,2
868,2,2,3,3,0,1,0,1,1,1,4,2,0,4,0,0,4,2,2,1,1
870,3,1,3,3,0,0,0,1,1,1,0,0,4,4,2,0,4,2,2,1,2
873,3,2,3,3,0,1,0,1,1,1,0,1,1,3,2,3,1,2,2,1,2
875,2,2,3,3,0,1,0,1,1,1,4,0,2,4,2,2,4,2,1,1,2
876,2,2,3,3,1,0,0,1,1,1,2,2,2,1,0,0,3,2,0,1,2
877,2,2,3,3,0,1,0,1,1,1,4,0,1,3,2,2,1,2,1,1,2
878,2,1,3,3,0,1,0,1,1,1,3,3,1,2,0,0,2,2,0,1,2
885,2,1,3,3,0,0,1,1,1,1,0,0,0,4,2,2,4,2,1,1,2
888,2,2,3,3,0,1,1,1,1,1,2,1,0,4,2,2,4,2,0,1,2
889,3,1,3,3,0,0,0,1,1,1,3,1,0,3,2,1,4,2,0,1,2
890,2,1,3,3,0,0,1,1,1,1,3,2,1,2,2,2,4,2,2,2,2
893,3,2,3,3,0,0,1,1,1,1,3,0,0,3,2,1,4,3,0,1,1
895,3,1,3,2,0,0,0,1,1,1,2,1,0,3,2,0,4,2,1,1,1
896,3,1,3,3,0,0,1,1,1,1,4,0,1,4,2,2,4,2,2,1,2
898,3,1,3,3,0,0,1,1,1,1,2,1,1,4,2,2,3,2,1,1,2
899,4,2,3,3,1,0,1,1,1,1,2,0,0,2,2,2,4,2,1,1,2
901,2,2,3,3,1,0,0,1,1,1,4,0,0,3,0,0,3,3,0,3,1
903,2,1,3,3,1,0,1,1,1,0,5,0,1,3,2,2,4,3,2,1,2
908,2,2,3,2,1,1,1,1,1,1,1,1,0,3,2,2,4,2,1,1,1
909,3,1,3,1,0,0,1,1,1,1,0,1,0,2,0,0,3,2,1,1,2
910,4,2,3,3,0,0,1,1,1,1,2,0,0,3,2,2,4,2,2,1,2
913,2,1,1,1,0,0,1,1,1,1,5,0,0,3,2,2,4,3,1,1,2
914,3,2,2,3,0,0,1,1,1,1,5,0,0,3,2,2,1,2,1,1,1
915,3,1,2,2,1,0,1,1,1,1,5,0,0,2,2,1,1,3,1,1,2
919,2,2,3,3,0,0,1,1,1,1,4,0,1,3,2,1,1,2,2,1,2
922,2,2,1,1,0,0,1,1,1,1,3,0,0,2,2,6,3,3,3,1,2
924,3,1,2,3,0,0,1,1,1,1,0,1,0,4,2,3,2,2,0,1,2
925,4,2,2,2,0,0,1,1,1,1,2,0,0,3,2,2,4,2,2,1,2
926,2,2,3,1,0,0,1,1,1,1,4,0,0,3,0,0,2,3,2,1,2
927,2,2,3,1,0,1,1,1,1,1,0,1,0,3,2,5,2,3,2,1,2
928,3,1,1,1,0,0,0,1,1,1,5,0,0,3,2,2,2,3,2,1,2
929,3,1,1,1,0,0,1,1,1,1,4,1,1,4,2,3,1,3,2,1,2
931,3,2,2,2,0,1,1,1,1,1,1,0,0,3,2,2,3,3,2,1,2
933,2,2,2,2,0,1,1,1,1,1,2,0,0,2,2,2,1,3,3,1,2
934,3,2,2,2,0,0,1,1,1,1,0,0,1,2,2,6,1,3,3,1,2
936,3,2,1,1,0,0,1,1,1,1,3,0,1,3,2,2,4,2,2,1,2
939,3,1,1,1,0,0,1,1,1,1,0,1,0,3,2,2,3,2,2,2,2
941,3,1,1,1,0,0,1,1,1,1,0,0,0,2,1,5,2,3,2,1,2
942,4,2,2,2,0,0,1,1,1,1,4,0,0,2,2,3,2,2,2,1,1
945,4,2,1,1,0,0,1,1,1,1,3,0,1,3,2,5,2,3,2,1,2
946,2,2,2,2,1,1,1,1,1,1,0,1,0,2,2,5,2,2,3,1,2
948,3,1,3,1,0,0,1,1,1,1,4,0,0,4,2,3,2,2,2,1,1
949,2,2,1,3,0,0,1,1,1,1,4,0,0,2,2,4,2,3,3,1,2
950,3,1,1,1,0,0,1,1,1,1,3,1,0,4,2,3,2,2,2,2,1
951,2,2,1,1,0,1,1,1,1,1,1,0,0,3,2,5,1,3,2,3,2
952,1,2,3,3,0,1,0,1,1,1,3,0,2,2,2,2,4,2,1,1,2
954,3,2,3,3,0,1,0,1,1,1,3,0,4,4,2,2,4,1,1,1,2
955,2,1,3,3,0,1,0,1,1,1,4,0,1,2,2,0,4,1,1,1,2
956,3,2,3,3,0,1,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2
957,2,2,3,3,0,1,1,1,1,1,1,0,4,3,2,2,1,1,1,1,2
960,1,2,3,3,0,0,0,1,1,1,0,2,0,2,2,2,4,2,0,1,2
961,3,2,3,3,0,1,0,1,1,1,4,3,0,4,2,2,4,3,0,1,2
964,4,1,3,3,0,1,0,1,1,1,0,2,1,3,2,0,4,1,0,1,2
967,3,2,3,3,0,1,0,1,1,1,0,1,3,1,2,2,1,2,0,1,1
968,2,2,3,3,1,1,0,1,1,1,0,1,2,3,2,0,4,2,1,1,2
970,1,2,3,3,0,1,0,1,1,1,2,1,0,2,2,6,1,2,2,1,2
971,3,1,3,3,0,0,0,1,1,1,4,2,0,1,0,0,1,3,1,1,2
972,3,1,3,3,0,1,0,1,1,1,3,2,1,3,2,4,1,3,0,1,1
973,2,1,3,3,0,1,0,1,1,1,3,0,2,3,2,5,1,2,2,1,2
974,4,1,3,3,0,1,0,1,1,1,4,3,0,4,0,0,4,3,0,1,2
975,1,2,3,3,0,1,0,1,1,1,2,1,0,3,0,0,1,2,1,1,2
976,3,2,3,3,0,1,1,1,1,0,1,4,1,3,2,2,4,2,1,1,2
977,3,2,3,3,0,0,0,1,1,1,2,3,1,4,2,2,4,2,1,1,1
979,4,1,3,3,0,1,0,1,1,1,0,2,0,4,2,2,4,0,0,0,0
982,2,2,3,3,0,0,0,1,1,1,2,0,5,3,2,1,1,2,1,1,2
985,3,2,3,3,0,0,0,1,1,1,3,3,1,2,2,2,4,3,1,1,1
986,3,2,3,3,0,1,0,1,1,1,2,0,0,4,2,2,4,2,0,1,2
989,3,1,3,3,0,1,0,1,1,0,0,1,0,2,2,1,1,3,2,1,2
992,3,2,3,3,0,1,0,1,1,1,3,0,2,2,2,1,4,2,1,1,2
994,1,2,3,3,0,1,0,1,1,1,2,0,2,3,2,2,4,2,2,1,2
996,3,1,3,3,0,0,0,1,1,1,4,3,1,2,2,2,0,2,0,1,1
999,2,2,3,3,0,1,0,1,1,1,2,0,1,1,2,6,1,2,2,1,2
1000,4,2,3,3,0,0,0,1,1,1,0,1,0,3,2,2,4,2,1,1,2
1001,4,2,3,3,0,0,0,1,1,1,4,0,0,3,0,0,4,2,0,1,2
1002,3,2,3,2,0,1,0,1,1,0,2,0,1,3,0,0,0,2,0,1,2
1009,4,2,2,2,0,1,0,1,1,1,0,0,1,4,2,2,1,3,0,1,1
1015,3,1,3,3,0,1,0,1,1,1,4,1,0,1,2,0,0,2,3,1,2
1016,3,1,3,3,0,1,0,1,1,1,4,0,0,2,2,1,4,2,1,1,2
1018,3,1,3,1,0,1,0,1,1,0,4,1,0,2,2,2,0,2,0,1,2
1024,2,2,3,3,1,0,1,1,1,1,3,0,0,4,2,1,1,2,2,1,2
1025,2,1,3,3,0,0,0,1,1,1,4,1,1,4,2,2,2,2,1,1,2
1032,2,2,2,3,1,1,0,1,1,1,0,0,0,3,2,3,1,2,0,1,1
1040,3,1,3,3,0,0,0,1,1,1,2,1,0,3,2,3,2,2,0,2,2
1042,3,2,3,3,0,0,0,1,1,1,3,1,1,1,2,2,4,2,2,1,2
1043,4,2,3,3,0,1,1,1,1,1,1,0,0,3,2,0,4,2,1,1,2
1045,1,1,3,1,0,0,1,1,1,1,0,0,1,3,2,2,3,3,0,1,2
1046,2,1,3,1,0,1,0,1,1,1,3,1,0,2,2,6,3,2,1,1,2
1048,3,1,3,1,0,0,1,1,1,1,0,0,1,1,2,3,1,3,2,1,2
1049,2,1,3,3,1,0,1,1,1,1,3,0,0,2,2,2,4,3,1,1,2
1050,3,1,3,3,0,0,1,1,1,1,0,0,1,3,2,1,1,3,3,1,2
1052,2,1,3,3,0,1,1,1,1,1,2,0,0,3,2,5,3,2,1,1,1
1056,3,2,3,3,0,1,0,1,1,1,0,1,0,2,2,1,4,3,2,1,1
1057,3,2,3,3,0,0,1,1,1,1,3,1,0,2,2,1,4,2,2,1,2
1058,2,2,3,3,0,1,0,1,1,1,1,2,0,3,2,1,4,2,0,1,1
1060,2,1,3,1,0,1,0,1,1,1,0,0,1,1,2,6,1,3,0,1,2
1061,2,1,3,3,0,0,1,1,1,1,5,0,1,1,2,0,1,3,2,2,2
1064,4,1,3,2,0,0,1,1,1,1,5,1,0,4,2,2,4,2,1,1,2
1065,3,2,3,3,0,0,1,1,1,1,4,0,0,2,2,5,1,2,0,1,1
1066,4,2,2,2,0,0,0,1,1,1,2,0,1,3,2,2,1,3,0,1,2
1068,4,1,2,2,0,0,1,1,1,1,0,0,0,2,2,3,4,2,1,1,2
1071,3,1,3,2,0,0,1,1,1,1,5,0,0,3,2,2,1,2,2,1,2
1073,3,1,1,1,0,0,1,1,1,1,0,3,0,3,2,1,4,2,1,1,2
1074,4,2,2,2,0,0,1,1,1,1,4,0,1,2,2,3,2,2,2,1,1
1076,2,1,3,3,0,0,1,1,1,1,4,1,0,2,0,0,3,2,0,1,2
1080,1,2,3,2,0,1,1,1,1,1,1,1,0,2,2,6,2,3,2,1,2
1083,1,1,1,1,0,0,1,1,1,1,4,0,1,2,2,6,1,3,2,1,2
1084,3,2,3,1,0,0,1,1,1,1,3,0,0,1,2,1,3,3,0,1,1
1085,3,1,3,1,0,0,1,1,1,1,5,1,0,2,2,3,4,3,2,1,2
1090,2,2,3,2,0,1,1,1,1,1,1,0,1,2,2,6,1,2,2,1,2
1093,3,1,3,1,0,0,1,1,1,1,5,1,0,3,2,2,4,3,3,2,2
1094,3,2,2,2,0,0,1,1,1,1,2,0,1,3,2,0,1,2,2,1,2
1098,2,2,1,1,1,0,0,1,1,1,4,0,1,1,2,6,2,3,3,1,2
1099,3,2,3,2,0,1,1,1,1,1,2,0,0,2,2,6,2,3,2,1,2
1101,3,1,3,1,0,0,1,1,1,1,5,0,0,2,2,1,4,3,2,1,2
1102,1,2,2,2,0,1,1,1,1,1,1,0,1,2,2,0,3,2,0,1,2
1104,3,2,2,2,0,1,1,1,1,1,1,0,0,1,2,2,3,3,3,1,2
1105,2,1,1,1,0,0,1,1,1,1,4,0,0,2,2,2,1,3,3,1,2
1106,2,2,3,1,0,0,0,1,1,1,4,1,0,2,1,5,1,3,3,1,2
1110,2,1,1,1,0,0,0,1,1,1,1,0,1,2,2,2,2,2,2,1,2
1111,3,1,3,3,0,1,1,1,1,1,2,0,0,4,0,0,1,2,0,1,2
1113,1,2,2,2,1,0,1,1,1,1,4,0,2,2,2,6,2,3,3,1,1
1116,4,1,3,1,0,0,1,1,1,1,4,0,0,3,0,0,2,3,0,1,2
1119,2,1,2,3,0,0,1,1,1,1,5,0,1,2,2,2,2,2,0,1,2
1120,2,1,1,1,0,0,0,1,1,1,5,0,1,2,2,3,3,3,3,1,2
1124,1,1,3,1,0,0,1,1,1,1,5,1,0,1,2,5,2,2,3,1,2
1125,2,1,2,2,0,0,1,1,1,1,4,1,0,1,2,6,2,3,3,1,2
1126,2,1,3,2,0,0,1,1,1,1,0,1,0,2,2,2,4,3,2,1,2
1129,3,1,3,3,0,0,1,1,1,1,3,2,0,3,2,2,1,2,2,1,2
1135,2,2,3,3,0,1,1,1,1,1,1,0,0,1,2,5,3,2,2,1,2
1137,2,1,3,2,0,0,1,1,1,1,5,0,0,3,2,1,2,2,2,1,2
1138,2,1,1,1,0,0,1,1,1,1,4,0,0,1,2,3,2,2,1,1,2
1139,2,2,3,2,0,0,1,1,1,1,0,1,0,4,2,6,1,3,3,1,2
1140,4,1,2,2,0,0,1,1,1,1,5,0,1,3,2,5,1,3,0,1,2
1141,1,2,2,2,0,0,1,1,1,1,3,0,1,3,2,5,4,3,3,1,1
1143,3,1,1,3,0,1,1,0,1,1,3,1,0,2,2,3,2,2,2,1,1
1144,3,2,1,1,0,0,0,1,1,1,2,0,1,3,1,4,2,3,3,1,2
1145,3,1,2,2,0,0,1,1,1,1,5,0,1,3,2,1,1,2,2,1,2
1147,3,2,3,2,0,1,1,1,1,1,1,1,0,2,2,5,1,3,3,1,2
