,SIZE,SEXA,PPLVTG,MMLVTG,SZFFOUT,INCSELF,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
593,3,1,3,3,0,0,0,1,1,1,4,0,1,2,2,2,4,2,1,1,2
595,3,2,3,3,1,1,0,1,1,1,2,0,1,3,2,1,4,2,0,1,2
597,3,2,3,3,0,1,0,1,0,1,2,3,0,4,2,2,4,2,0,1,2
603,3,2,3,3,0,1,0,1,1,1,2,2,0,4,2,2,1,2,1,1,1
604,3,2,3,3,0,0,0,1,1,1,3,0,4,3,2,3,4,2,1,1,2
605,2,2,2,3,0,0,0,1,1,1,4,2,3,4,2,4,1,2,1,1,1
606,2,2,3,2,0,0,0,1,1,0,2,4,1,4,2,2,4,2,0,1,2
607,2,2,3,3,0,0,0,1,1,1,3,1,1,3,2,6,1,2,0,1,1
611,3,2,3,3,0,1,0,1,1,0,2,0,0,3,2,1,4,2,0,1,2
612,2,2,3,3,0,0,0,1,1,1,3,1,1,2,2,6,3,2,0,1,2
613,3,1,3,2,1,0,0,1,1,1,0,2,1,3,2,2,4,2,1,1,2
614,4,2,3,3,0,0,1,1,1,1,2,1,1,1,2,6,1,2,1,1,1
615,3,1,3,1,0,0,1,1,1,1,5,1,1,2,2,0,3,2,0,2,2
618,2,2,3,1,0,0,1,1,1,1,4,1,0,2,2,2,4,2,1,1,2
619,3,1,1,3,0,0,1,1,1,1,4,1,0,3,2,2,1,2,1,1,2
620,2,2,3,3,1,0,1,1,1,1,4,0,1,3,2,2,4,2,1,1,1
621,2,1,2,2,0,0,1,1,1,1,5,0,1,4,2,0,1,2,0,1,2
623,2,1,1,3,0,0,1,1,1,1,3,1,0,2,2,2,4,3,2,1,2
625,2,1,2,2,0,0,1,1,1,1,0,0,1,3,2,3,3,3,0,1,2
626,2,1,3,3,0,0,1,1,1,1,4,1,0,2,2,6,3,2,0,1,2
627,2,1,1,1,0,1,0,1,1,1,1,0,0,2,2,5,1,2,0,1,1
628,3,2,3,2,1,0,1,1,1,1,4,0,1,2,2,2,1,2,2,1,1
629,2,2,2,2,0,0,1,1,1,1,0,0,0,2,2,2,2,2,0,1,2
630,2,2,2,2,0,0,1,1,1,1,3,2,0,2,2,2,2,2,1,1,2
631,3,1,1,1,0,0,1,1,1,1,5,0,0,2,2,6,1,2,2,1,2
632,2,2,2,2,0,0,1,1,1,1,3,1,0,3,2,3,2,2,3,1,2
633,2,1,3,1,0,0,0,1,1,1,5,1,0,2,2,3,1,3,3,1,2
635,3,1,3,1,0,0,1,1,1,1,5,0,0,3,2,1,4,3,0,1,2
637,2,1,2,2,0,0,1,1,1,1,5,0,1,1,1,5,1,2,3,1,2
639,2,2,3,2,0,1,1,1,1,1,0,0,0,2,0,0,4,2,0,1,2
642,2,1,2,2,0,0,1,1,1,1,5,1,0,2,2,4,2,3,2,1,2
643,2,2,1,1,0,0,1,1,1,1,4,1,0,2,1,3,2,3,2,1,1
644,2,1,1,1,0,1,0,1,1,1,1,0,0,2,2,1,4,3,2,1,2
645,2,1,2,2,0,0,1,1,1,1,0,0,1,2,2,6,1,3,2,1,2
646,2,2,3,1,0,1,1,1,1,1,1,0,0,2,0,0,2,2,0,2,2
647,3,1,1,1,0,0,0,1,1,1,3,0,1,3,2,2,4,2,2,1,2
648,2,1,2,2,0,0,1,1,1,1,0,0,0,3,2,6,1,3,2,1,2
652,4,2,2,2,0,0,1,1,1,1,2,0,2,3,2,6,4,2,3,1,1
654,2,2,1,1,1,0,1,1,1,1,3,0,0,2,2,6,1,3,0,1,2
656,3,2,1,1,0,1,1,1,1,1,0,0,0,3,2,6,1,3,3,1,2
657,3,1,1,1,0,0,1,1,1,1,3,1,0,3,2,1,4,2,2,1,1
658,2,2,1,1,0,1,1,1,1,1,1,1,0,3,2,1,1,3,3,3,2
659,3,1,3,3,0,1,0,1,1,1,3,3,1,3,2,0,4,1,0,1,2
660,4,1,3,3,0,1,0,1,1,1,4,2,0,2,2,1,4,1,1,1,2
661,3,2,3,3,0,1,0,1,1,1,2,0,2,4,2,2,4,1,1,1,2
662,3,1,3,3,0,1,0,1,1,1,3,1,1,2,2,0,4,3,1,1,2
665,3,1,3,3,0,1,0,1,1,1,3,0,0,1,0,0,1,2,0,1,2
666,3,1,3,3,0,0,0,1,1,1,4,2,1,4,2,2,0,2,1,1,2
667,4,1,3,3,1,0,0,1,1,1,4,0,1,3,2,2,4,3,1,1,2
669,3,2,3,3,0,1,0,1,1,1,3,2,2,3,2,0,4,2,0,1,1
670,3,1,3,3,0,1,0,1,1,0,4,1,0,2,2,2,1,2,0,1,2
671,3,2,3,3,0,1,0,1,1,1,0,5,0,1,2,1,1,2,0,1,2
672,3,1,3,3,0,1,0,1,1,1,4,3,0,3,2,6,1,3,2,1,2
673,3,2,3,3,0,0,1,1,1,1,2,0,1,3,2,0,4,2,2,1,2
677,3,2,3,3,0,1,0,1,1,1,2,0,3,4,2,0,4,2,0,1,2
678,3,1,3,3,0,1,0,1,1,1,2,3,1,4,2,2,4,2,0,1,2
679,3,2,3,3,0,1,0,1,1,1,0,2,0,4,2,6,4,2,1,1,2
682,4,2,3,3,0,1,0,1,1,1,3,0,0,3,2,2,4,2,1,1,2
683,3,1,3,3,0,1,0,1,1,1,4,0,1,3,2,2,4,2,1,1,2
687,3,2,3,3,0,0,0,1,1,1,2,3,0,2,2,4,1,2,0,1,2
692,3,1,3,3,1,0,1,1,1,1,3,1,2,2,2,2,4,2,1,1,2
695,3,2,3,3,0,1,1,1,1,1,1,1,0,2,2,2,4,2,1,1,2
696,3,1,2,2,0,0,0,1,1,1,5,0,1,2,2,3,3,2,1,1,2
697,3,2,2,2,0,0,0,1,1,1,4,0,0,3,2,2,3,2,0,1,2
699,3,1,3,3,0,0,1,1,1,1,0,1,1,3,2,2,4,2,2,1,2
700,3,2,3,3,0,1,1,1,1,1,1,4,1,3,2,2,4,2,2,1,2
704,3,2,3,2,1,0,0,1,1,1,4,0,1,4,2,2,2,2,2,1,2
708,4,1,3,3,1,0,1,1,1,1,5,0,0,2,2,3,1,3,3,1,2
712,2,2,2,2,0,0,1,1,1,1,3,0,0,2,2,2,1,3,0,1,1
714,3,1,1,3,0,0,0,1,1,1,4,0,0,3,2,5,2,3,2,1,2
715,3,2,2,3,0,0,1,1,1,1,0,0,0,3,2,2,1,3,2,1,1
716,4,2,3,1,1,0,1,1,1,1,2,2,0,3,2,2,4,3,2,1,2
717,2,2,2,2,0,0,1,1,1,1,3,1,0,3,2,2,4,2,0,1,1
718,3,2,2,2,0,0,1,1,1,1,3,0,0,3,2,2,4,2,2,1,2
719,3,1,3,1,0,1,1,0,1,1,2,0,2,3,2,1,4,2,2,1,1
720,3,1,1,1,0,0,1,1,1,1,4,1,1,3,2,3,3,3,2,1,1
721,3,2,3,3,0,1,1,1,1,1,1,0,0,2,2,6,4,2,1,1,1
722,2,2,3,3,0,0,1,1,1,1,3,0,1,2,2,2,4,2,2,1,2
723,3,1,2,2,0,0,1,1,1,1,4,0,0,2,2,0,3,2,2,1,2
724,4,2,2,2,0,0,1,1,1,1,3,1,0,3,2,1,4,2,0,1,2
725,3,1,2,1,0,0,1,1,1,1,0,0,0,2,2,2,4,3,2,1,2
726,3,1,3,1,0,0,1,1,1,1,3,0,0,3,2,2,4,2,2,1,2
728,3,2,2,1,0,0,1,1,1,1,2,0,0,2,0,0,4,2,0,1,1
730,3,1,3,1,0,0,0,1,1,1,4,0,0,4,2,2,4,3,2,1,2
731,3,1,3,1,0,0,1,1,1,1,0,3,0,4,0,0,4,2,2,1,2
732,4,1,3,2,0,0,1,1,1,1,4,2,1,3,2,1,1,2,1,1,2
733,3,1,1,1,0,0,1,1,1,1,5,1,1,3,2,0,2,2,2,1,2
735,3,1,1,1,0,0,1,1,1,1,0,0,0,2,2,3,1,2,2,1,1
738,4,2,3,2,2,0,1,1,1,1,4,1,0,3,0,0,2,3,2,1,2
742,3,1,1,1,0,0,1,1,1,1,3,0,0,3,2,0,0,2,2,1,2
745,3,2,1,1,0,0,1,1,1,1,0,0,1,2,2,5,1,3,2,1,2
746,3,2,1,1,0,0,1,1,1,1,0,1,1,2,2,5,1,3,3,1,2
748,3,1,1,1,0,0,1,1,1,1,4,1,0,3,2,6,2,3,3,1,2
749,4,2,1,1,0,0,1,1,1,1,3,1,0,3,2,2,4,2,2,1,1
750,3,1,1,1,0,0,1,1,1,1,0,0,1,4,2,0,3,3,0,1,1
751,3,1,2,1,0,1,1,1,1,1,4,0,4,4,2,0,1,2,2,1,2
752,3,1,1,1,0,0,1,1,1,1,3,0,1,3,2,5,2,2,2,2,2
753,3,1,3,3,0,1,0,1,1,1,3,1,1,1,2,1,4,1,1,1,2
754,2,1,3,3,0,0,0,1,1,1,0,1,1,1,2,2,4,3,3,1,1
755,3,2,3,3,0,1,0,1,1,1,2,1,0,2,2,2,4,1,1,1,2
756,3,2,3,3,0,1,0,1,1,1,2,0,1,3,2,2,4,2,2,1,2
759,3,2,3,3,0,1,0,1,1,1,2,0,0,3,2,2,4,2,2,1,2
760,3,2,3,3,0,1,0,1,1,1,2,0,0,2,2,2,4,2,0,1,2
761,4,1,3,3,0,1,0,1,1,1,2,1,1,3,2,3,1,2,1,1,2
770,3,2,3,3,0,1,0,1,1,1,2,3,0,4,2,2,4,2,2,1,2
771,3,1,3,3,0,0,0,1,1,1,4,0,1,3,0,0,4,2,1,1,2
772,3,2,3,2,0,1,0,1,1,1,2,1,4,4,2,3,1,2,1,1,2
773,3,1,3,3,0,1,0,1,1,1,2,4,1,2,2,2,4,2,2,1,2
775,3,1,3,3,1,0,0,1,1,1,3,1,0,4,2,2,1,2,1,1,2
776,3,1,3,3,0,1,0,1,1,1,4,2,0,3,2,6,1,3,2,1,2
777,2,2,3,3,0,0,0,1,1,1,0,0,1,2,2,2,1,2,0,1,2
779,4,2,3,2,0,0,0,1,1,1,3,0,1,3,2,2,4,2,2,1,1
782,3,1,3,3,0,1,0,1,1,1,3,0,1,3,1,5,1,3,2,1,2
783,3,2,3,3,0,0,0,1,1,1,0,2,0,3,2,2,4,2,1,1,2
784,3,1,3,1,0,0,1,1,1,1,3,0,0,3,2,2,4,2,1,1,2
785,3,1,3,3,0,1,0,1,1,1,2,3,0,3,2,2,1,2,0,1,2
789,3,2,3,3,0,0,0,1,1,1,0,1,3,4,2,2,4,2,1,1,2
791,3,1,2,2,0,0,1,1,1,1,4,0,0,4,2,2,4,3,2,1,2
792,3,1,3,3,0,1,1,0,1,1,2,0,0,2,2,3,1,2,1,2,2
797,2,2,2,2,1,1,1,1,1,1,3,0,0,2,2,5,1,2,1,1,2
801,4,2,3,2,0,0,1,1,1,1,3,2,0,3,2,2,4,2,1,0,0
802,3,1,3,1,0,0,1,1,1,1,5,3,0,2,2,2,4,2,1,1,2
806,2,2,3,2,0,1,0,1,1,1,1,0,1,2,2,2,4,3,2,1,2
808,3,2,3,1,0,1,0,1,1,1,3,0,2,3,2,2,3,2,1,1,1
812,3,1,1,1,0,0,1,1,1,1,3,0,0,2,2,5,4,2,2,1,2
814,3,2,3,2,2,0,1,1,1,1,3,0,0,4,2,2,4,2,2,1,2
818,3,1,3,2,0,0,1,1,1,1,5,0,1,2,0,0,4,3,2,1,2
819,4,1,3,3,0,1,1,0,1,1,3,2,1,3,2,2,2,2,2,1,2
820,3,2,2,2,0,1,1,1,1,1,1,1,0,2,2,2,4,2,1,1,2
823,2,2,2,2,0,0,1,1,1,1,5,0,0,2,2,3,3,3,2,1,2
824,4,2,3,1,0,0,1,1,1,1,5,0,0,2,0,0,3,2,0,1,2
832,2,1,1,1,0,0,1,1,1,1,2,0,0,3,2,2,4,3,2,1,1
833,2,2,2,2,0,1,1,1,1,1,1,0,1,4,2,2,4,3,2,1,2
836,3,2,1,1,0,0,1,1,1,1,4,0,0,3,2,3,2,2,2,1,1
837,4,1,1,1,0,0,1,1,1,1,4,0,0,3,2,2,4,2,2,1,2
839,3,2,2,2,0,0,1,1,1,1,3,1,0,2,2,4,2,3,2,1,2
840,3,2,1,1,0,0,1,1,1,1,3,2,0,2,2,6,3,3,2,1,2
841,2,2,1,1,0,0,1,1,1,1,4,0,0,2,2,4,3,2,2,1,2
842,3,1,2,2,0,0,1,1,1,1,4,0,0,4,2,2,4,3,2,1,2
843,2,1,1,1,0,0,1,1,1,1,5,0,1,3,2,5,3,2,2,1,2
844,4,2,1,1,0,0,1,1,1,1,4,0,0,3,2,5,1,3,2,1,2
845,2,2,1,1,0,0,1,1,1,1,4,0,0,2,2,5,1,3,0,1,2
846,3,2,2,2,0,1,1,1,1,1,0,0,0,3,2,1,4,2,2,1,1
849,4,2,1,1,0,0,1,1,1,1,4,0,0,3,2,2,3,2,2,1,1
850,2,2,1,1,0,0,1,1,1,1,3,1,0,2,1,5,1,3,2,1,2
851,3,1,2,0,0,0,1,1,1,1,3,1,0,2,2,0,4,2,2,1,2
852,4,2,3,1,0,0,1,1,1,1,2,1,0,3,0,0,3,2,2,1,1
853,2,1,3,3,1,1,0,1,1,1,2,0,2,4,2,2,4,1,0,1,2
857,2,2,3,3,2,1,0,1,1,1,3,2,0,3,2,2,4,2,1,1,2
858,2,2,3,3,0,1,0,1,1,1,3,1,2,4,2,1,1,1,0,1,2
860,2,1,3,3,0,1,0,1,1,1,3,0,1,3,2,2,4,1,1,1,2
861,3,2,3,3,0,1,0,1,1,1,3,5,0,4,2,2,4,2,1,1,1
862,2,2,3,3,2,1,0,1,1,1,0,3,1,4,2,2,4,2,1,1,2
864,2,2,3,3,0,1,0,1,1,1,2,1,1,2,2,0,1,2,1,1,2
866,3,2,3,3,0,1,0,1,1,1,0,0,0,2,0,0,3,3,1,1,2
868,2,2,3,3,0,1,0,1,1,1,4,2,0,4,0,0,4,2,2,1,1
870,3,1,3,3,0,0,0,1,1,1,0,0,4,4,2,0,4,2,2,1,2
873,3,2,3,3,0,1,0,1,1,1,0,1,1,3,2,3,1,2,2,1,2
875,2,2,3,3,0,1,0,1,1,1,4,0,2,4,2,2,4,2,1,1,2
877,2,2,3,3,0,1,0,1,1,1,4,0,1,3,2,2,1,2,1,1,2
878,2,1,3,3,0,1,0,1,1,1,3,3,1,2,0,0,2,2,0,1,2
884,2,1,3,3,0,0,0,1,1,1,4,0,0,3,2,2,4,3,1,1,2
890,2,1,3,3,0,0,1,1,1,1,3,2,1,2,2,2,4,2,2,2,2
897,4,2,3,2,0,0,1,1,1,1,3,0,1,3,0,0,2,2,1,1,1
898,3,1,3,3,0,0,1,1,1,1,2,1,1,4,2,2,3,2,1,1,2
901,2,2,3,3,1,0,0,1,1,1,4,0,0,3,0,0,3,3,0,3,1
906,2,2,2,2,0,0,1,1,1,1,4,0,0,3,2,2,1,2,1,1,2
913,2,1,1,1,0,0,1,1,1,1,5,0,0,3,2,2,4,3,1,1,2
914,3,2,2,3,0,0,1,1,1,1,5,0,0,3,2,2,1,2,1,1,1
915,3,1,2,2,1,0,1,1,1,1,5,0,0,2,2,1,1,3,1,1,2
916,2,2,3,2,0,0,1,1,1,1,2,0,1,4,2,0,1,2,2,1,2
918,3,1,2,2,0,0,1,1,1,1,5,0,0,2,2,6,1,3,3,1,2
919,2,2,3,3,0,0,1,1,1,1,4,0,1,3,2,1,1,2,2,1,2
922,2,2,1,1,0,0,1,1,1,1,3,0,0,2,2,6,3,3,3,1,2
924,3,1,2,3,0,0,1,1,1,1,0,1,0,4,2,3,2,2,0,1,2
926,2,2,3,1,0,0,1,1,1,1,4,0,0,3,0,0,2,3,2,1,2
927,2,2,3,1,0,1,1,1,1,1,0,1,0,3,2,5,2,3,2,1,2
928,3,1,1,1,0,0,0,1,1,1,5,0,0,3,2,2,2,3,2,1,2
929,3,1,1,1,0,0,1,1,1,1,4,1,1,4,2,3,1,3,2,1,2
930,3,1,2,2,0,0,1,1,1,1,4,1,0,3,2,5,1,2,2,1,2
931,3,2,2,2,0,1,1,1,1,1,1,0,0,3,2,2,3,3,2,1,2
936,3,2,1,1,0,0,1,1,1,1,3,0,1,3,2,2,4,2,2,1,2
939,3,1,1,1,0,0,1,1,1,1,0,1,0,3,2,2,3,2,2,2,2
941,3,1,1,1,0,0,1,1,1,1,0,0,0,2,1,5,2,3,2,1,2
942,4,2,2,2,0,0,1,1,1,1,4,0,0,2,2,3,2,2,2,1,1
943,3,1,2,2,0,0,1,1,1,1,4,0,0,3,2,6,1,2,2,1,2
945,4,2,1,1,0,0,1,1,1,1,3,0,1,3,2,5,2,3,2,1,2
946,2,2,2,2,1,1,1,1,1,1,0,1,0,2,2,5,2,2,3,1,2
948,3,1,3,1,0,0,1,1,1,1,4,0,0,4,2,3,2,2,2,1,1
949,2,2,1,3,0,0,1,1,1,1,4,0,0,2,2,4,2,3,3,1,2
950,3,1,1,1,0,0,1,1,1,1,3,1,0,4,2,3,2,2,2,2,1
951,2,2,1,1,0,1,1,1,1,1,1,0,0,3,2,5,1,3,2,3,2
952,1,2,3,3,0,1,0,1,1,1,3,0,2,2,2,2,4,2,1,1,2
954,3,2,3,3,0,1,0,1,1,1,3,0,4,4,2,2,4,1,1,1,2
955,2,1,3,3,0,1,0,1,1,1,4,0,1,2,2,0,4,1,1,1,2
956,3,2,3,3,0,1,0,1,1,1,0,2,2,1,2,2,1,1,0,1,2
957,2,2,3,3,0,1,1,1,1,1,1,0,4,3,2,2,1,1,1,1,2
960,1,2,3,3,0,0,0,1,1,1,0,2,0,2,2,2,4,2,0,1,2
961,3,2,3,3,0,1,0,1,1,1,4,3,0,4,2,2,4,3,0,1,2
963,1,2,3,3,0,1,0,1,1,1,3,0,2,4,2,2,4,2,2,1,2
964,4,1,3,3,0,1,0,1,1,1,0,2,1,3,2,0,4,1,0,1,2
965,3,1,3,3,0,1,0,1,1,1,4,0,1,2,2,6,1,2,2,2,2
967,3,2,3,3,0,1,0,1,1,1,0,1,3,1,2,2,1,2,0,1,1
968,2,2,3,3,1,1,0,1,1,1,0,1,2,3,2,0,4,2,1,1,2
972,3,1,3,3,0,1,0,1,1,1,3,2,1,3,2,4,1,3,0,1,1
973,2,1,3,3,0,1,0,1,1,1,3,0,2,3,2,5,1,2,2,1,2
974,4,1,3,3,0,1,0,1,1,1,4,3,0,4,0,0,4,3,0,1,2
977,3,2,3,3,0,0,0,1,1,1,2,3,1,4,2,2,4,2,1,1,1
978,1,2,3,3,0,1,0,1,1,1,2,5,0,1,2,2,4,3,1,1,1
979,4,1,3,3,0,1,0,1,1,1,0,2,0,4,2,2,4,0,0,0,0
980,2,2,3,3,0,1,0,1,1,1,0,0,1,3,0,0,4,2,0,1,2
981,2,1,3,3,0,1,0,1,1,1,0,0,0,1,2,2,1,3,1,1,2
982,2,2,3,3,0,0,0,1,1,1,2,0,5,3,2,1,1,2,1,1,2
985,3,2,3,3,0,0,0,1,1,1,3,3,1,2,2,2,4,3,1,1,1
986,3,2,3,3,0,1,0,1,1,1,2,0,0,4,2,2,4,2,0,1,2
987,2,1,3,3,0,1,0,1,1,1,0,2,0,2,2,2,4,2,1,1,2
992,3,2,3,3,0,1,0,1,1,1,3,0,2,2,2,1,4,2,1,1,2
995,2,1,3,3,0,1,0,1,1,1,0,0,0,2,0,0,4,3,2,1,2
998,3,2,3,3,0,0,0,1,1,1,0,0,1,3,2,1,2,2,0,2,2
999,2,2,3,3,0,1,0,1,1,1,2,0,1,1,2,6,1,2,2,1,2
1001,4,2,3,3,0,0,0,1,1,1,4,0,0,3,0,0,4,2,0,1,2
1002,3,2,3,2,0,1,0,1,1,0,2,0,1,3,0,0,0,2,0,1,2
1003,4,2,3,2,0,0,0,1,1,1,3,2,2,3,2,6,1,2,2,1,2
1004,1,2,3,2,0,1,0,1,1,1,3,0,1,3,2,4,1,2,0,1,2
1005,3,2,3,3,0,1,0,1,1,1,1,1,1,3,2,6,1,2,2,1,2
1006,3,1,3,3,0,0,0,1,1,1,4,1,2,3,2,2,1,2,1,1,1
1007,3,2,3,3,0,1,0,1,1,1,1,3,0,2,2,0,1,2,0,1,2
1009,4,2,2,2,0,1,0,1,1,1,0,0,1,4,2,2,1,3,0,1,1
1010,2,1,3,3,1,0,0,1,1,1,4,2,0,1,2,2,1,2,1,1,2
1012,2,1,3,3,0,0,0,1,1,1,3,2,0,4,2,1,4,3,1,1,2
1015,3,1,3,3,0,1,0,1,1,1,4,1,0,1,2,0,0,2,3,1,2
1016,3,1,3,3,0,1,0,1,1,1,4,0,0,2,2,1,4,2,1,1,2
1017,2,1,3,3,0,0,0,1,1,1,4,0,0,1,2,3,1,2,2,1,2
1018,3,1,3,1,0,1,0,1,1,0,4,1,0,2,2,2,0,2,0,1,2
1020,2,1,3,2,0,1,0,1,1,1,5,2,1,4,2,2,4,2,0,1,2
1022,3,2,3,3,0,1,0,1,1,1,2,0,1,4,2,6,4,2,0,1,1
1023,2,2,3,3,0,0,0,1,1,1,4,1,0,3,0,0,4,2,2,1,1
1024,2,2,3,3,1,0,1,1,1,1,3,0,0,4,2,1,1,2,2,1,2
1025,2,1,3,3,0,0,0,1,1,1,4,1,1,4,2,2,2,2,1,1,2
1030,3,2,3,3,0,0,0,1,1,0,3,2,0,3,2,3,1,3,0,1,2
1031,3,2,3,3,0,0,1,1,1,1,3,4,1,3,2,6,1,2,2,1,2
1033,2,1,3,3,0,0,0,1,1,1,5,3,1,3,2,2,1,2,0,1,2
1035,3,1,3,3,0,0,0,1,1,1,4,1,0,4,2,2,4,2,0,1,2
1037,2,2,1,3,0,0,0,1,1,1,0,0,0,2,2,6,1,3,2,1,2
1039,4,2,3,3,0,1,0,1,1,1,1,1,0,2,2,2,4,2,0,1,2
1040,3,1,3,3,0,0,0,1,1,1,2,1,0,3,2,3,2,2,0,2,2
1041,1,1,3,3,0,1,0,0,1,1,3,1,1,3,2,2,1,2,1,1,2
1042,3,2,3,3,0,0,0,1,1,1,3,1,1,1,2,2,4,2,2,1,2
1045,1,1,3,1,0,0,1,1,1,1,0,0,1,3,2,2,3,3,0,1,2
1047,3,1,3,3,0,0,1,1,1,1,5,2,0,2,2,2,4,3,0,1,2
1049,2,1,3,3,1,0,1,1,1,1,3,0,0,2,2,2,4,3,1,1,2
1052,2,1,3,3,0,1,1,1,1,1,2,0,0,3,2,5,3,2,1,1,1
1054,2,1,2,2,1,0,1,1,1,1,5,1,1,3,2,6,1,3,2,1,2
1055,2,1,3,2,0,0,1,1,1,1,4,0,1,3,2,2,3,2,0,2,2
1056,3,2,3,3,0,1,0,1,1,1,0,1,0,2,2,1,4,3,2,1,1
1057,3,2,3,3,0,0,1,1,1,1,3,1,0,2,2,1,4,2,2,1,2
1058,2,2,3,3,0,1,0,1,1,1,1,2,0,3,2,1,4,2,0,1,1
1059,3,2,3,3,0,0,0,1,1,1,2,1,1,2,2,3,1,2,0,1,2
1060,2,1,3,1,0,1,0,1,1,1,0,0,1,1,2,6,1,3,0,1,2
1064,4,1,3,2,0,0,1,1,1,1,5,1,0,4,2,2,4,2,1,1,2
1065,3,2,3,3,0,0,1,1,1,1,4,0,0,2,2,5,1,2,0,1,1
1070,2,2,3,2,0,0,0,0,1,1,2,0,1,1,2,6,2,2,2,1,2
1071,3,1,3,2,0,0,1,1,1,1,5,0,0,3,2,2,1,2,2,1,2
1074,4,2,2,2,0,0,1,1,1,1,4,0,1,2,2,3,2,2,2,1,1
1076,2,1,3,3,0,0,1,1,1,1,4,1,0,2,0,0,3,2,0,1,2
1078,1,2,3,2,0,0,1,1,1,1,0,0,1,1,2,2,4,3,2,1,2
1080,1,2,3,2,0,1,1,1,1,1,1,1,0,2,2,6,2,3,2,1,2
1081,2,1,3,3,0,0,1,1,1,0,5,1,0,2,2,3,4,2,1,1,1
1083,1,1,1,1,0,0,1,1,1,1,4,0,1,2,2,6,1,3,2,1,2
1084,3,2,3,1,0,0,1,1,1,1,3,0,0,1,2,1,3,3,0,1,1
1085,3,1,3,1,0,0,1,1,1,1,5,1,0,2,2,3,4,3,2,1,2
1087,1,2,2,2,0,0,1,1,1,1,4,0,0,2,2,6,1,3,2,1,2
1088,4,2,3,2,0,0,1,1,1,1,2,0,1,4,2,2,4,2,1,1,2
1090,2,2,3,2,0,1,1,1,1,1,1,0,1,2,2,6,1,2,2,1,2
1097,2,1,3,1,0,0,0,1,1,1,0,0,1,2,2,4,1,2,2,1,1
1098,2,2,1,1,1,0,0,1,1,1,4,0,1,1,2,6,2,3,3,1,2
1100,1,1,2,2,0,0,1,1,1,1,5,0,0,2,2,2,1,3,1,1,2
1101,3,1,3,1,0,0,1,1,1,1,5,0,0,2,2,1,4,3,2,1,2
1105,2,1,1,1,0,0,1,1,1,1,4,0,0,2,2,2,1,3,3,1,2
1106,2,2,3,1,0,0,0,1,1,1,4,1,0,2,1,5,1,3,3,1,2
1107,4,2,2,2,0,0,1,1,1,1,2,0,0,1,2,2,2,2,0,1,2
1110,2,1,1,1,0,0,0,1,1,1,1,0,1,2,2,2,2,2,2,1,2
1111,3,1,3,3,0,1,1,1,1,1,2,0,0,4,0,0,1,2,0,1,2
1113,1,2,2,2,1,0,1,1,1,1,4,0,2,2,2,6,2,3,3,1,1
1116,4,1,3,1,0,0,1,1,1,1,4,0,0,3,0,0,2,3,0,1,2
1117,3,1,3,3,0,0,1,1,1,1,5,0,0,2,2,0,1,3,2,1,1
1119,2,1,2,3,0,0,1,1,1,1,5,0,1,2,2,2,2,2,0,1,2
1120,2,1,1,1,0,0,0,1,1,1,5,0,1,2,2,3,3,3,3,1,2
1124,1,1,3,1,0,0,1,1,1,1,5,1,0,1,2,5,2,2,3,1,2
1125,2,1,2,2,0,0,1,1,1,1,4,1,0,1,2,6,2,3,3,1,2
1127,1,1,2,2,0,0,1,1,1,1,4,0,0,1,2,3,2,3,2,1,1
1128,1,2,3,2,0,1,1,1,1,1,1,1,0,3,2,5,3,2,2,1,1
1129,3,1,3,3,0,0,1,1,1,1,3,2,0,3,2,2,1,2,2,1,2
1130,3,2,2,2,0,1,1,1,1,1,1,1,0,3,2,1,2,2,2,1,2
1131,4,1,2,2,0,0,1,1,1,1,5,0,2,3,2,2,4,3,0,1,1
1132,3,1,2,2,0,0,1,1,1,1,4,1,0,2,2,0,2,3,2,1,2
1134,3,1,3,1,0,0,1,1,1,1,4,0,0,1,2,2,1,3,3,2,2
1138,2,1,1,1,0,0,1,1,1,1,4,0,0,1,2,3,2,2,1,1,2
1139,2,2,3,2,0,0,1,1,1,1,0,1,0,4,2,6,1,3,3,1,2
1145,3,1,2,2,0,0,1,1,1,1,5,0,1,3,2,1,1,2,2,1,2
1146,3,1,3,2,0,0,1,1,1,1,4,1,0,2,2,0,2,2,0,1,2
1148,3,1,2,2,0,0,1,1,1,1,4,1,0,3,2,1,1,2,0,1,2
1149,3,1,3,1,0,0,1,1,1,1,5,1,0,3,2,5,3,3,3,1,1
1150,2,2,2,2,1,0,1,1,1,1,2,0,0,2,2,2,4,2,2,1,2
1153,4,2,1,1,0,1,1,1,1,1,1,0,0,3,2,2,4,3,2,1,1
1154,3,1,2,2,0,0,1,1,1,1,3,1,0,1,2,0,2,2,2,1,2
1157,3,2,1,1,0,0,1,1,1,1,4,0,1,2,2,3,2,3,2,1,2
1160,3,2,2,1,0,0,1,1,1,1,3,0,0,2,2,5,3,2,2,1,2
1161,3,1,1,1,0,0,1,1,1,1,4,0,1,2,2,2,3,3,3,1,2
1163,4,1,2,2,0,0,1,1,1,1,0,0,0,3,2,0,0,2,0,1,2
1164,3,1,2,2,0,0,1,1,1,1,4,1,1,2,2,0,4,2,2,1,2
1166,3,2,2,2,0,1,1,1,1,1,1,0,0,2,2,5,2,3,2,1,2
